Field ID,Label,Kind,Declared type,Declared format,Data types actually seen,JSON path,Contract path,Repeats?,Read-only?,Filled on long-term (count),Filled on long-term (%),Filled on short-term (count),Filled on short-term (%),Distinct values,Min,25th percentile,Median,75th percentile,Max,First filled at milestone,In legacy catalog?,Sample values withheld because
1490,Borr Cell,standard,String,PHONE,str x306,$.applications[0].borrower.mobilePhone,loan.currentApplication.borrower.mobilePhone,no,no,231,47.1,57,22.7,129,,,,,,Started,no,identifying-or-high-cardinality
1500,File Contacts Flood Ins Co Name,standard,String,STRING,str x6,$.fees[?(@.feeType == 'FloodInsuranceReserv')].paidToName,loan.fees[(feeType == 'FloodInsuranceReserv')].paidToName,no,no,6,1.2,0,0,4,,,,,,,no,identifying-or-high-cardinality
1502,Co-Borr Min FICO,standard,String,STRING,str x2,$.applications[0].coborrower.minFicoScore,loan.currentApplication.coborrower.minFicoScore,no,no,1,0.2,1,0.4,2,,,,,,,no,
1518,Subject Property Purchase Date,standard,DateTime,DATE,date x56,$.hudLoanData.purchaseDate,loan.hudLoanData.purchaseDate,no,no,12,2.4,44,17.5,46,,,,,,Purchasing Conditions,no,identifying-or-high-cardinality
1519,Co-Borr Mailing Addr,standard,String,STRING,str x5,$.applications[0].coborrower.mailingAddress.addressStreetLine1,loan.currentApplication.coborrower.mailingAddress.addressStreetLine1,no,no,5,1,0,0,5,,,,,,,no,
1520,Co-Borr Mailing City,standard,String,STRING,str x5,$.applications[0].coborrower.mailingAddress.addressCity,loan.currentApplication.coborrower.mailingAddress.addressCity,no,no,5,1,0,0,3,,,,,,,no,identifying-or-high-cardinality
1521,Co-Borr Mailing State,standard,String,STATE,str x5,$.applications[0].coborrower.mailingAddress.addressState,loan.currentApplication.coborrower.mailingAddress.addressState,no,no,5,1,0,0,2,,,,,,,no,
1522,Co-Borr Mailing Zip,standard,String,ZIPCODE,str x5,$.applications[0].coborrower.mailingAddress.addressPostalCode,loan.currentApplication.coborrower.mailingAddress.addressPostalCode,no,no,5,1,0,0,4,,,,,,,no,identifying-or-high-cardinality
1523,Borr Ethnicity,standard,String,STRING,str x66,$.applications[0].borrower.hmdaEthnicityType,loan.currentApplication.borrower.hmdaEthnicityType,no,no,46,9.4,8,3.2,1,,,,,,Cond. Approval,no,
1524,Borr Race American Indian,standard,Boolean,YN,bool x12,$.applications[0].borrower.hmdaAmericanIndianIndicator,loan.currentApplication.borrower.hmdaAmericanIndianIndicator,no,no,0,0,1,0.4,1,,,,,,,no,
1525,Borr Race Asian,standard,Boolean,YN,bool x12,$.applications[0].borrower.hmdaAsianIndicator,loan.currentApplication.borrower.hmdaAsianIndicator,no,no,0,0,1,0.4,1,,,,,,,no,
1527,Borr Race Native Hawaiian,standard,Boolean,YN,bool x13,$.applications[0].borrower.hmdaPacificIslanderIndicator,loan.currentApplication.borrower.hmdaPacificIslanderIndicator,no,no,0,0,1,0.4,1,,,,,,,no,
1528,Borr Race White,standard,Boolean,YN,bool x78,$.applications[0].borrower.hmdaWhiteIndicator,loan.currentApplication.borrower.hmdaWhiteIndicator,no,no,44,9,8,3.2,1,,,,,,Submittal,no,
1529,Borr Race Info not provided,standard,Boolean,YN,bool x183,$.applications[0].borrower.hmdaNotProvidedIndicator,loan.currentApplication.borrower.hmdaNotProvidedIndicator,no,no,2,0.4,181,72.1,1,,,,,,,no,
1530,Borr Race Not Applicable,standard,Boolean,YN,bool x9,$.applications[0].borrower.hmdaNotApplicableIndicator,loan.currentApplication.borrower.hmdaNotApplicableIndicator,no,no,2,0.4,3,1.2,1,,,,,,,no,
1531,Co-Borr Ethnicity,standard,String,STRING,str x242,$.applications[0].coborrower.hmdaEthnicityType,loan.currentApplication.coborrower.hmdaEthnicityType,no,no,220,44.9,16,6.4,3,,,,,,Started,no,
1536,Co-Borr Race White,standard,Boolean,YN,bool x6,$.applications[0].coborrower.hmdaWhiteIndicator,loan.currentApplication.coborrower.hmdaWhiteIndicator,no,no,2,0.4,1,0.4,1,,,,,,,no,
1537,Co-Borr Race Info not provided,standard,Boolean,YN,bool x1,$.applications[0].coborrower.hmdaNotProvidedIndicator,loan.currentApplication.coborrower.hmdaNotProvidedIndicator,no,no,0,0,1,0.4,1,,,,,,,no,
1540,Trans Details HCLTV/HTLTV,standard,Decimal,DECIMAL_3,int x411 | float x266,$.hcltvHtltv,loan.hcltvHtltv,no,no,442,90.2,212,84.5,286,50,70,75,80,170.297,Started,no,identifying-or-high-cardinality
1542,Underwriting Level of Prpty Review Form #,standard,String,STRING,str x175,$.tsum.formNumber,loan.tsum.formNumber,no,no,127,25.9,47,18.7,6,,,,,,Started,no,
1547,Borr Funds to Close - Verif,standard,Decimal,DECIMAL_2,float x27 | int x13,$.tsum.verified,loan.tsum.verified,no,no,37,7.6,0,0,33,4635.57,32667.2425,50000,163183.555,521026.6,Purchasing Conditions,no,identifying-or-high-cardinality
1550,Underwriting Escrow,standard,Boolean,YN,bool x772,$.underwritingEscrowIndicator,loan.underwritingEscrowIndicator,no,no,485,99,19,7.6,1,,,,,,Started,no,
1553,Subject Property Type,standard,String,STRING,str x272,$.tsum.propertyType,loan.tsum.propertyType,no,no,266,54.3,5,2,5,,,,,,Started,yes,
1601,Tracking - Milestone Stage,standard,String,STRING,str x772,$.milestoneStage,loan.milestoneStage,no,yes,490,100,251,100,2,,,,,,Started,no,
1602,Subject Property Title Name 2,standard,String,STRING,str x89,$.titleHolderName2,loan.titleHolderName2,no,no,46,9.4,41,16.3,59,,,,,,Loan Setup,no,identifying-or-high-cardinality
1603,Trans Details Security Interest,standard,String,STRING,str x696,$.regulationZ.interestInNameOf,loan.regulationZ.interestInNameOf,no,no,464,94.7,209,83.3,657,,,,,,Started,no,identifying-or-high-cardinality
1612,Trans Details Interviewer Name,standard,String,STRING,str x749,$.interviewerName,loan.interviewerName,no,no,483,98.6,237,94.4,23,,,,,,Started,yes,identifying-or-high-cardinality
1621,Fees Process Fee Borr,standard,Decimal,DECIMAL_2,int x1,$.fees[?(@.feeType == 'ProcessingFee')].borPaidAmount,loan.fees[(feeType == 'ProcessingFee')].borPaidAmount,no,no,1,0.2,0,0,1,,,,,,,no,
1625,Fees Line 801 User Defined Fee 2 - Borr Amt,standard,Decimal,DECIMAL_2,int x149,$.fees[?(@.feeType == 'UserDefinedFee_821')].borPaidAmount,loan.fees[(feeType == 'UserDefinedFee_821')].borPaidAmount,no,no,8,1.6,139,55.4,13,-2095,995,995,995,2000,Purchasing Conditions,no,
1627,Fees Line 801 User Defined Fee 2 Descr,standard,String,STRING,str x146,$.fees[?(@.feeType == 'UserDefinedFee_821')].description,loan.fees[(feeType == 'UserDefinedFee_821')].description,no,no,8,1.6,138,55,10,,,,,,Purchasing Conditions,no,
1628,Fees Line 1007 Descr,standard,String,STRING,str x50,$.fees[?(@.feeType == 'UserDefined_1006')].description,loan.fees[(feeType == 'UserDefined_1006')].description,no,no,50,10.2,0,0,13,,,,,,Investor Delivery,no,
1629,Fees Line 1007 # Mos,standard,Int,INTEGER,int x46,$.fees[?(@.feeType == 'UserDefined_1006')].numberOfMonths,loan.fees[(feeType == 'UserDefined_1006')].numberOfMonths,no,no,43,8.8,0,0,11,2,2,5,9,12,Investor Delivery,no,
1630,Fees Line 1007 $ Per Mo,standard,Decimal,DECIMAL_2,float x46 | int x2,$.fees[?(@.feeType == 'UserDefined_1006')].monthlyPayment,loan.fees[(feeType == 'UserDefined_1006')].monthlyPayment,no,no,48,9.8,0,0,48,15.68,93.955,169.04,346.325,780.64,Investor Delivery,no,identifying-or-high-cardinality
1631,Fees Line 1007 Borr,standard,Decimal,DECIMAL_2,float x38 | int x2,$.fees[?(@.feeType == 'UserDefined_1006')].borPaidAmount,loan.fees[(feeType == 'UserDefined_1006')].borPaidAmount,no,yes,40,8.2,0,0,40,52.85,215.94,466.56,1396.525,6245.12,Investor Delivery,no,identifying-or-high-cardinality
1636,Fees Recording Fees Descr,standard,String,STRING,str x178,$.fees[?(@.feeType == 'RecordingFee')].description,loan.fees[(feeType == 'RecordingFee')].description,no,no,173,35.3,2,0.8,94,,,,,,Docs Out,no,identifying-or-high-cardinality
1637,Fees City/County/Stamp Descr,standard,String,STRING,str x8,$.fees[?(@.feeType == 'City_CountyTax_Stamps')].description,loan.fees[(feeType == 'City_CountyTax_Stamps')].description,no,no,7,1.4,1,0.4,8,,,,,,Purchasing Conditions,no,identifying-or-high-cardinality
1638,Fees State Tax/Stamp Descr,standard,String,STRING,str x17,$.fees[?(@.feeType == 'StateTax_Stamps')].description,loan.fees[(feeType == 'StateTax_Stamps')].description,no,no,15,3.1,2,0.8,15,,,,,,Purchasing Conditions,no,
1640,Fees Line 1207 Descr,standard,String,STRING,str x13,$.fees[?(@.feeType == 'UserDefined_1205')].description,loan.fees[(feeType == 'UserDefined_1205')].description,no,no,13,2.7,0,0,13,,,,,,Purchasing Conditions,no,
1641,Fees Line 1207 Borr,standard,Decimal,DECIMAL_2,int x9 | float x2,$.fees[?(@.feeType == 'UserDefined_1205')].borPaidAmount,loan.fees[(feeType == 'UserDefined_1205')].borPaidAmount,no,no,11,2.2,0,0,11,9.5,175,475,800,1350,Purchasing Conditions,no,
1642,Fees Line 1207 Seller,standard,Decimal,DECIMAL_2,int x5 | float x1,$.fees[?(@.feeType == 'UserDefined_1205')].sellerPaidAmount,loan.fees[(feeType == 'UserDefined_1205')].sellerPaidAmount,no,no,6,1.2,0,0,6,200,406.25,662.5,1348.125,2685,Purchasing Conditions,no,
1643,Fees Line 1208 Descr,standard,String,STRING,str x4,$.fees[?(@.feeType == 'UserDefined_1206')].description,loan.fees[(feeType == 'UserDefined_1206')].description,no,no,4,0.8,0,0,4,,,,,,,no,identifying-or-high-cardinality
1644,Fees Line 1208 Borr,standard,Decimal,DECIMAL_2,int x2,$.fees[?(@.feeType == 'UserDefined_1206')].borPaidAmount,loan.fees[(feeType == 'UserDefined_1206')].borPaidAmount,no,no,2,0.4,0,0,2,,,,,,,no,
1645,Fees Line 1208 Seller,standard,Decimal,DECIMAL_2,int x3,$.fees[?(@.feeType == 'UserDefined_1206')].sellerPaidAmount,loan.fees[(feeType == 'UserDefined_1206')].sellerPaidAmount,no,no,3,0.6,0,0,3,35,35,250,1600,1600,,no,
1648,Liabilities Other Mo Pymt,standard,Decimal,DECIMAL_2,float x114 | int x83,$.fhaVaLoan.otherLiabilitiesMonthlyPayment,loan.fhaVaLoan.otherLiabilitiesMonthlyPayment,no,yes,166,33.9,21,8.4,124,5,153,2470,13171.1175,90227.12,Started,no,identifying-or-high-cardinality
1649,Liabilities Other Unpaid Bal,standard,Decimal,DECIMAL_2,int x123 | float x76,$.fhaVaLoan.otherLiabilitiesUnpaidBalance,loan.fhaVaLoan.otherLiabilitiesUnpaidBalance,no,yes,169,34.5,20,8,126,5,15102.75,340000,1585091.87,7701378.94,Started,no,identifying-or-high-cardinality
1660,Trans Details Qual Rate Amt Increase/Decrease,standard,Decimal,DECIMAL_3,float x69,$.tsum.aboveOrBelowRatePercent,loan.tsum.aboveOrBelowRatePercent,no,no,66,13.5,3,1.2,21,0.125,0.1255,0.365,0.625,93.125,Submittal,no,
1663,Fees Compensation to Broker 1,standard,String,STRING,str x26,$.gfe.gfeFees[?(@.gfeFeeType == 'CompensationToBroker' && @.gfeFeeIndex == '824')].amountDescription,loan.gfe.gfeFees[(gfeFeeType == 'CompensationToBroker' && gfeFeeIndex == '824')].amountDescription,no,no,26,5.3,0,0,25,,,,,,Investor Delivery,no,
1666,Fees Line 908 Descr,standard,String,STRING,str x4,$.fees[?(@.feeType == 'UserDefined_907')].description,loan.fees[(feeType == 'UserDefined_907')].description,no,no,4,0.8,0,0,4,,,,,,,no,
1667,Fees Line 908 Borr,standard,Decimal,DECIMAL_2,float x3,$.fees[?(@.feeType == 'UserDefined_907')].borPaidAmount,loan.fees[(feeType == 'UserDefined_907')].borPaidAmount,no,no,3,0.6,0,0,3,1591.09,1591.09,2053.64,2330.51,2330.51,,no,
1668,Fees Line 908 Seller,standard,Decimal,DECIMAL_2,float x1,$.fees[?(@.feeType == 'UserDefined_907')].sellerPaidAmount,loan.fees[(feeType == 'UserDefined_907')].sellerPaidAmount,no,no,1,0.2,0,0,1,,,,,,,no,
1677,Loan Info Constr Loan Interest Rate,standard,Decimal,DECIMAL_3,float x2 | int x1,$.regulationZ.constructionRatePercent,loan.regulationZ.constructionRatePercent,no,no,0,0,3,1.2,3,9.25,9.25,9.75,10,10,,no,
1679,REGZ Pymt Sched Int Rate 1,standard,Decimal,DECIMAL_3,float x551 | int x140,$.regulationZ.regulationZPayments[?(@.regulationZPaymentIndex == '1')].interestRatePercent,loan.regulationZ.regulationZPayments[(regulationZPaymentIndex == '1')].interestRatePercent,no,no,424,86.5,199,79.3,90,6,6.875,7.25,8,10.75,Started,no,identifying-or-high-cardinality
1680,REGZ Pymt Sched Balance 1,standard,Decimal,DECIMAL_2,float x415 | int x276,$.regulationZ.regulationZPayments[?(@.regulationZPaymentIndex == '1')].balance,loan.regulationZ.regulationZPayments[(regulationZPaymentIndex == '1')].balance,no,yes,447,91.2,223,88.8,620,551.92,1178.02,3550.75,375000,910000,Started,no,identifying-or-high-cardinality
1681,REGZ Pymt Sched Int Rate 2,standard,Decimal,DECIMAL_3,float x551 | int x136,$.regulationZ.regulationZPayments[?(@.regulationZPaymentIndex == '2')].interestRatePercent,loan.regulationZ.regulationZPayments[(regulationZPaymentIndex == '2')].interestRatePercent,no,no,424,86.5,199,79.3,90,6,6.875,7.25,8,10.75,Started,no,identifying-or-high-cardinality
1682,REGZ Pymt Sched Balance 2,standard,Decimal,DECIMAL_2,int x640 | float x47,$.regulationZ.regulationZPayments[?(@.regulationZPaymentIndex == '2')].balance,loan.regulationZ.regulationZPayments[(regulationZPaymentIndex == '2')].balance,no,yes,43,8.8,4,1.6,46,1131.39,2832.82,3353.07,5052.4,543902.3,,no,identifying-or-high-cardinality
1683,REGZ Pymt Sched Int Rate 3,standard,Decimal,DECIMAL_3,float x44 | int x4,$.regulationZ.regulationZPayments[?(@.regulationZPaymentIndex == '3')].interestRatePercent,loan.regulationZ.regulationZPayments[(regulationZPaymentIndex == '3')].interestRatePercent,no,no,42,8.6,4,1.6,24,5.99,6.75,7.1875,8.5,11.5,Loan Setup,no,
1701,REGZ Total # Pymts,standard,Int,INTEGER,int x691,$.regulationZ.numberOfPayments,loan.regulationZ.numberOfPayments,no,yes,450,91.8,223,88.8,7,1,12,24,360,480,Started,no,
1719,Trans Details Late Charge % Based On,standard,String,STRING,str x524,$.regulationZ.lateChargeType,loan.regulationZ.lateChargeType,no,no,490,100,20,8,4,,,,,,Started,no,
1723,Underwriting Rent,standard,Decimal,DECIMAL_2,int x2,$.applications[0].proposedGroundRentAmount,loan.currentApplication.proposedGroundRentAmount,no,yes,2,0.4,0,0,2,,,,,,,no,
1724,Underwriting First Mtg P&I,standard,Decimal,DECIMAL_2,float x3 | int x1,$.applications[0].proposedFirstMortgageAmount,loan.currentApplication.proposedFirstMortgageAmount,no,no,2,0.4,1,0.4,4,708.33,1128.45,2393.505,5849.55,7000,,no,
1726,Underwriting Hazard Ins,standard,String,RA_DECIMAL_2,str x5,$.applications[0].proposedHazardInsuranceAmount,loan.currentApplication.proposedHazardInsuranceAmount,no,no,0,0,1,0.4,2,,,,,,,no,
1727,Underwriting Taxes,standard,String,RA_DECIMAL_2,str x3,$.applications[0].proposedRealEstateTaxesAmount,loan.currentApplication.proposedRealEstateTaxesAmount,no,yes,0,0,1,0.4,3,,,,,,,no,
1729,Underwriting HOA Fees,standard,String,RA_DECIMAL_2,str x1,$.applications[0].proposedDuesAmount,loan.currentApplication.proposedDuesAmount,no,yes,0,0,0,0,1,,,,,,,no,
1731,Expenses Total Primary Expenses,standard,Decimal,DECIMAL_2,float x4 | int x4,$.applications[0].totalPrimaryHousingExpenseAmount,loan.currentApplication.totalPrimaryHousingExpenseAmount,no,yes,4,0.8,1,0.4,8,708.33,1198.105,2399.1,4469.9075,7000,,no,
1733,Underwriting All Other Pymts,standard,Decimal,DECIMAL_2,int x327 | float x70,$.applications[0].allOtherPaymentsAmount,loan.currentApplication.allOtherPaymentsAmount,no,no,339,69.2,43,17.1,242,25,80,808,2582,47652.16,Started,no,identifying-or-high-cardinality
1742,Trans Details Total Proposed Mo Pymt,standard,Decimal,DECIMAL_2,float x382 | int x238,$.applications[0].totalPaymentsAmount,loan.currentApplication.totalPaymentsAmount,no,yes,401,81.8,199,79.3,528,25,85,1333.33,6118,47652.16,Started,no,identifying-or-high-cardinality
1750,Expenses Calc Hazard Ins Rate,standard,String,STRING,str x2,$.closingCost.impoundType1,loan.closingCost.impoundType1,no,yes,2,0.4,0,0,1,,,,,,,no,
1751,Expenses Calc Tax Resrv Based On,standard,String,STRING,str x51,$.closingCost.impoundType2,loan.closingCost.impoundType2,no,yes,51,10.4,0,0,2,,,,,,Investor Delivery,no,
1757,Expenses Calc MIP/PMI Based On,standard,String,STRING,str x772,$.closingCost.impoundType3,loan.closingCost.impoundType3,no,no,490,100,251,100,1,,,,,,Started,no,
1758,Income Total Income Borr,standard,Decimal,DECIMAL_2,float x319 | int x15,$.applications[0].borrower.totalMonthlyIncomeAmount,loan.currentApplication.borrower.totalMonthlyIncomeAmount,no,yes,315,64.3,7,2.8,327,111.33,397.48,815.03,3927.7825,100000,Started,no,identifying-or-high-cardinality
1761,FHA MCAW Total Gross Mo Income,standard,Decimal,DECIMAL_2,float x319 | int x15,$.applications[0].mcawGrossMonthlyIncomeAmount,loan.currentApplication.mcawGrossMonthlyIncomeAmount,no,yes,315,64.3,7,2.8,327,111.33,397.48,815.03,3927.7825,100000,Started,no,identifying-or-high-cardinality
1762,Fees Line 1111 Descr,standard,String,STRING,str x42,$.fees[?(@.feeType == 'UserDefined_1111')].paidToName,loan.fees[(feeType == 'UserDefined_1111')].paidToName,no,no,32,6.5,2,0.8,25,,,,,,Purchasing Conditions,no,
1763,Fees Line 1111 Borr,standard,Decimal,DECIMAL_2,int x30 | float x2,$.fees[?(@.feeType == 'UserDefined_1111')].borPaidAmount,loan.fees[(feeType == 'UserDefined_1111')].borPaidAmount,no,no,30,6.1,2,0.8,29,3,240.25,544.5,1145.25,2813,Purchasing Conditions,no,identifying-or-high-cardinality
1764,Fees Line 1111 Seller,standard,Decimal,DECIMAL_2,int x2,$.fees[?(@.feeType == 'UserDefined_1111')].sellerPaidAmount,loan.fees[(feeType == 'UserDefined_1111')].sellerPaidAmount,no,no,2,0.4,0,0,2,,,,,,,no,
1765,Expenses Calc MIP/PMI Lock,standard,Boolean,YN,bool x176,$.gfe.lockField,loan.gfe.lockField,no,no,162,33.1,0,0,1,,,,,,Submittal,no,
1767,Fees Line 1112 Descr,standard,String,STRING,str x16,$.fees[?(@.feeType == 'UserDefined_1112')].paidToName,loan.fees[(feeType == 'UserDefined_1112')].paidToName,no,no,13,2.7,2,0.8,13,,,,,,Purchasing Conditions,no,
1768,Fees Line 1112 Borr,standard,Decimal,DECIMAL_2,int x11 | float x2,$.fees[?(@.feeType == 'UserDefined_1112')].borPaidAmount,loan.fees[(feeType == 'UserDefined_1112')].borPaidAmount,no,no,11,2.2,1,0.4,12,13.5,172.5,425,950,2985,Purchasing Conditions,no,
1769,Fees Line 1112 Seller,standard,Decimal,DECIMAL_2,int x3,$.fees[?(@.feeType == 'UserDefined_1112')].sellerPaidAmount,loan.fees[(feeType == 'UserDefined_1112')].sellerPaidAmount,no,no,2,0.4,1,0.4,3,18,18,75,474,474,,no,
1771,Trans Details Down Pmt %,standard,Decimal,DECIMAL_3,float x196 | int x118,$.downPaymentPercent,loan.downPaymentPercent,no,no,108,22,194,77.3,212,-332.83,11.25,20,25,30,Started,yes,identifying-or-high-cardinality
1772,Fees Line 1113 Descr,standard,String,STRING,str x17,$.fees[?(@.feeType == 'UserDefined_1113')].paidToName,loan.fees[(feeType == 'UserDefined_1113')].paidToName,no,no,7,1.4,2,0.8,10,,,,,,,no,
1773,Fees Line 1113 Borr,standard,Decimal,DECIMAL_2,int x7,$.fees[?(@.feeType == 'UserDefined_1113')].borPaidAmount,loan.fees[(feeType == 'UserDefined_1113')].borPaidAmount,no,no,6,1.2,1,0.4,7,60,75,215,500,1366,,no,
1774,Fees Line 1113 Seller,standard,Decimal,DECIMAL_2,int x2,$.fees[?(@.feeType == 'UserDefined_1113')].sellerPaidAmount,loan.fees[(feeType == 'UserDefined_1113')].sellerPaidAmount,no,no,1,0.2,1,0.4,2,,,,,,,no,
1777,Fees Line 1114 Descr,standard,String,STRING,str x3,$.fees[?(@.feeType == 'UserDefined_1114')].paidToName,loan.fees[(feeType == 'UserDefined_1114')].paidToName,no,no,3,0.6,0,0,3,,,,,,,no,
1778,Fees Line 1114 Borr,standard,Decimal,DECIMAL_2,int x3,$.fees[?(@.feeType == 'UserDefined_1114')].borPaidAmount,loan.fees[(feeType == 'UserDefined_1114')].borPaidAmount,no,no,3,0.6,0,0,3,25,25,35,725,725,,no,
1782,Fees Line 1307 Descr,standard,String,STRING,str x18,$.fees[?(@.feeType == 'UserDefined_1307')].description,loan.fees[(feeType == 'UserDefined_1307')].description,no,no,18,3.7,0,0,18,,,,,,Investor Delivery,no,
1783,Fees Line 1307 Borr,standard,Decimal,DECIMAL_2,int x7 | float x2,$.fees[?(@.feeType == 'UserDefined_1307')].borPaidAmount,loan.fees[(feeType == 'UserDefined_1307')].borPaidAmount,no,no,9,1.8,0,0,9,5,42.5,350,1181.7,1988.52,Purchasing Conditions,no,
1784,Fees Line 1307 Seller,standard,Decimal,DECIMAL_2,int x7 | float x2,$.fees[?(@.feeType == 'UserDefined_1307')].sellerPaidAmount,loan.fees[(feeType == 'UserDefined_1307')].sellerPaidAmount,no,no,9,1.8,0,0,8,55,65,375,3366.68,15000,Purchasing Conditions,no,
1785,Trans Details Closing Cost Program,standard,String,STRING,str x733,$.closingCostProgram,loan.closingCostProgram,no,yes,490,100,230,91.6,4,,,,,,Started,yes,
1787,Fees Line 1308 Descr,standard,String,STRING,str x9,$.fees[?(@.feeType == 'UserDefined_1308')].description,loan.fees[(feeType == 'UserDefined_1308')].description,no,no,9,1.8,0,0,9,,,,,,Investor Delivery,no,
1788,Fees Line 1308 Borr,standard,Decimal,DECIMAL_2,int x2 | float x1,$.fees[?(@.feeType == 'UserDefined_1308')].borPaidAmount,loan.fees[(feeType == 'UserDefined_1308')].borPaidAmount,no,no,3,0.6,0,0,3,69.77,69.77,295,2500,2500,,no,
1789,Fees Line 1308 Seller,standard,Decimal,DECIMAL_2,int x5 | float x1,$.fees[?(@.feeType == 'UserDefined_1308')].sellerPaidAmount,loan.fees[(feeType == 'UserDefined_1308')].sellerPaidAmount,no,no,6,1.2,0,0,5,75,75,1150,8209.5925,20800,,no,
1792,Fees Line 1309 Descr,standard,String,STRING,str x7,$.fees[?(@.feeType == 'UserDefined_1309')].description,loan.fees[(feeType == 'UserDefined_1309')].description,no,no,7,1.4,0,0,7,,,,,,,no,
1793,Fees Line 1309 Borr,standard,Decimal,DECIMAL_2,int x3 | float x1,$.fees[?(@.feeType == 'UserDefined_1309')].borPaidAmount,loan.fees[(feeType == 'UserDefined_1309')].borPaidAmount,no,no,4,0.8,0,0,4,102,112.6,147.2,1200,1550,,no,
1794,Fees Line 1309 Seller,standard,Decimal,DECIMAL_2,int x3,$.fees[?(@.feeType == 'UserDefined_1309')].sellerPaidAmount,loan.fees[(feeType == 'UserDefined_1309')].sellerPaidAmount,no,no,3,0.6,0,0,3,35,35,80,250,250,,no,
1809,Expenses Total Housing Expense,standard,Decimal,DECIMAL_2,float x4 | int x4,$.applications[0].monthlyHousingExpenseAmount,loan.currentApplication.monthlyHousingExpenseAmount,no,yes,4,0.8,1,0.4,8,708.33,1198.105,2399.1,4469.9075,7000,,no,
1810,Income Total Mo Income Spouse/Borr,standard,Decimal,DECIMAL_2,int x6 | float x5,$.applications[0].totalEmploymentAmount,loan.currentApplication.totalEmploymentAmount,no,yes,6,1.2,0,0,9,7823.04,8333,10081.5,35524.1,100000,,no,
1811,Subject Property Occupancy Status,standard,String,STRING,str x764,$.applications[0].propertyUsageType,loan.currentApplication.propertyUsageType,no,no,490,100,251,100,2,,,,,,Started,yes,
1819,Borr Mailing Addr Same as Present,standard,Boolean,YN,bool x535,$.applications[0].borrower.mailingAddressSameAsPresentIndicator,loan.currentApplication.borrower.mailingAddressSameAsPresentIndicator,no,no,482,98.4,38,15.1,1,,,,,,Started,no,
1820,Co-Borr Mailing Addr Same as Present,standard,Boolean,YN,bool x6,$.applications[0].coborrower.mailingAddressSameAsPresentIndicator,loan.currentApplication.coborrower.mailingAddressSameAsPresentIndicator,no,no,5,1,0,0,1,,,,,,,no,
1821,Subject Property Est Value,standard,Int,INTEGER,int x408,$.propertyEstimatedValueAmount,loan.propertyEstimatedValueAmount,no,no,341,69.6,45,17.9,173,150000,300000,450000,700000,1500000,Started,yes,identifying-or-high-cardinality
1823,Trans Details Interviewer Phone,standard,String,PHONE,str x706,$.interviewerPhoneNumber,loan.interviewerPhoneNumber,no,no,451,92,226,90,18,,,,,,Started,yes,identifying-or-high-cardinality
1824,Subject Property Legal Descr 2,standard,String,STRING,str x13,$.property.legalDescriptionText2,loan.property.legalDescriptionText2,no,no,13,2.7,0,0,12,,,,,,Purchasing Conditions,no,identifying-or-high-cardinality
1825,Trans Details Print 2003 Appl,standard,String,STRING,str x772,$.print2003Application,loan.print2003Application,no,no,490,100,251,100,1,,,,,,Started,no,
1838,Fees Line 801 - User Defined Fee 3 - Descr,standard,String,STRING,str x11,$.fees[?(@.feeType == 'UserDefinedFee_822')].description,loan.fees[(feeType == 'UserDefinedFee_822')].description,no,no,0,0,10,4,6,,,,,,,no,
1839,Line 801 - User Defined Fee 3 - Borr Amt,standard,Decimal,DECIMAL_2,int x10,$.fees[?(@.feeType == 'UserDefinedFee_822')].borPaidAmount,loan.fees[(feeType == 'UserDefinedFee_822')].borPaidAmount,no,no,0,0,9,3.6,3,100,100,100,262.5,775,,no,
1841,Fee Line 801 - User Defined Fee 4 - Descr,standard,String,STRING,str x1,$.fees[?(@.feeType == 'UserDefinedFee_823')].description,loan.fees[(feeType == 'UserDefinedFee_823')].description,no,no,0,0,1,0.4,1,,,,,,,no,
1842,Line 801 - User Defined Fee 4 - Borr Amt,standard,Decimal,DECIMAL_2,int x1,$.fees[?(@.feeType == 'UserDefinedFee_823')].borPaidAmount,loan.fees[(feeType == 'UserDefinedFee_823')].borPaidAmount,no,no,0,0,1,0.4,1,,,,,,,no,
1844,Fees Total Credits,standard,Decimal,DECIMAL_2,int x650 | float x46,$.totalFeesCreditAmount,loan.totalFeesCreditAmount,no,yes,450,91.8,223,88.8,552,120000,198750,356250,442500,637500,Started,no,identifying-or-high-cardinality
1845,Trans Details New First Mtg,standard,Decimal,DECIMAL_2,int x1,$.newFirstMortgageAmount,loan.newFirstMortgageAmount,no,no,0,0,0,0,1,,,,,,,no,
1846,Property Info Legal Descr,standard,String,STRING,str x80,$.closingDocument.textDescription,loan.closingDocument.textDescription,no,no,79,16.1,1,0.4,77,,,,,,Purchasing Conditions,no,identifying-or-high-cardinality
1847,Fees Compensation to Broker %,standard,String,STRING,str x1,$.gfe.gfeFees[?(@.gfeFeeType == 'CompensationToBroker' && @.gfeFeeIndex == '824')].rate,loan.gfe.gfeFees[(gfeFeeType == 'CompensationToBroker' && gfeFeeIndex == '824')].rate,no,no,1,0.2,0,0,1,,,,,,,no,
1851,Trans Details CC From Second,standard,Decimal,DECIMAL_2,float x1,$.closingCostsAndPrepaidsFromOtherLienAmount,loan.closingCostsAndPrepaidsFromOtherLienAmount,no,no,0,0,0,0,1,,,,,,,no,
